,title,abstract,affiliations,authors,journal,date,keywords,url
1434,Determination of consensus k Q values for megavoltage photon beams for the update of IAEA TRS-398,"The IAEA is currently coordinating a multi-year project to update the TRS-398 Code of Practice for the dosimetry of external beam radiotherapy based on standards of absorbed dose to water. One major aspect of the project is the determination of new beam quality correction factors, k Q , for megavoltage photon beams consistent with developments in radiotherapy dosimetry and technology since the publication of TRS-398 in 2000. Specifically, all values must be based on, or consistent with, the key data of ICRU Report 90. Data sets obtained from Monte Carlo (MC) calculations by advanced users and measurements at primary standards laboratories have been compiled for 23 cylindrical ionization chamber types, consisting of 725 MC-calculated and 179 experimental data points. These have been used to derive consensus k Q values as a function of the beam quality index TPR20,10 with a combined standard uncertainty of 0.6%. Mean values of MC-derived chamber-specific [Formula: see text] factors for cylindrical and plane-parallel chamber types in 60Co beams have also been obtained with an estimated uncertainty of 0.4%.","['1 Karolinska University Hospital and Karolinska Institutet, Stockholm, Sweden.']","P Andreo, D T Burns, R P Kapsch, M McEwen, S Vatnitsky, C E Andersen, F Ballester, J Borbinha, F Delaunay, P Francescon, M D Hanlon, L Mirzakhanian, B Muir, J Ojala, C P Oliver, M Pimpinella, M Pinto, L A de Prez, J Seuntjens, L Sommier, P Teles, J Tikkanen, J Vijande, K Zink, ",Physics in medicine and biology,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32182598
1435,Comparison of modelling accuracy with and without exploiting automated optical monitoring information in predicting the treated wastewater quality,"Traditionally the modelling in an activated sludge process has been based on solely the process measurements, but as the interest to optically monitor wastewater samples to characterize the floc morphology has increased, in the recent years the results of image analyses have been more frequently utilized to predict the characteristics of wastewater. This study shows that the traditional process measurements or the automated optical monitoring variables by themselves are not capable of developing the best predictive models for the treated wastewater quality in a full-scale wastewater treatment plant, but utilizing these variables together the optimal models, which show the level and changes in the treated wastewater quality, are achieved. By this early warning, process operation can be optimized to avoid environmental damages and economic losses. The study also shows that specific optical monitoring variables are important in modelling a certain quality parameter, regardless of the other input variables available.","['1 a Control Engineering , University of Oulu , Oulu , Finland.']","Jani Tomperi, Kauko Leiviskä, ",Environmental technology,2018 Jun,Activated sludge process; cross-validation; image analysis; variable selection; wastewater treatment.,https://pubmed.ncbi.nlm.nih.gov/28504018
1436,Proteomics and Non-proteomics Approaches to Study Stable and Transient Protein-Protein Interactions,"Of the 25,000-30,000 human genes, about 2 % code for proteins. However, there are about 1-2 million protein entities. This is primarily due to alternative splicing, post-translational modifications (PTMs) or protein-protein interactions. Proteomics sets out to identify proteins, their sequence and known modifications as well as their quantitation in a biological sample for the purpose of understanding biological processes, protein cellular functions, and their physiological and pathological involvement in diseases.Proteins interact at the molecular level with other proteins, nucleic acids, lipids, carbohydrates and metabolites to perform numerous cellular activities. Protein complexes can consist of sets of more stably (stable PPIs) and less stably (transient PPIs) interacting proteins or combination of both. Here, we discuss the proteomics and non-proteomics approaches to study stable and transient PPIs.","['1 Biochemistry & Proteomics Group, Department of Chemistry & Biomolecular Science, Clarkson University, Potsdam, NY, USA. ngounoa@clarkson.edu.', '2 Biochemistry & Proteomics Group, Department of Chemistry & Biomolecular Science, Clarkson University, Potsdam, NY, USA.']","Armand G Ngounou Wetie, Izabela Sokolowska, Devika Channaveerappa, Emmalyn J Dupree, Madhuri Jayathirtha, Alisa G Woods, Costel C Darie, ",Advances in experimental medicine and biology,2019,Mass spectrometry; Protein-protein interactions; Proteomics.,https://pubmed.ncbi.nlm.nih.gov/31347045
1437,CHO-Omics Review: The Impact of Current and Emerging Technologies on Chinese Hamster Ovary Based Bioproduction,"CHO cells are the most prevalent platform for modern bio-therapeutic production. Currently, there are several CHO cell lines used in bioproduction with distinct characteristics and unique genotypes and phenotypes. These differences limit advances in productivity and quality that can be achieved by the most common approaches to bioprocess optimization and cell line engineering. Incorporating omics-based approaches into current bioproduction processes will complement traditional methodologies to maximize gains from CHO engineering and bioprocess improvements. In order to highlight the utility of omics technologies in CHO bioproduction, the authors discuss current applications as well as limitations of genomics, transcriptomics, proteomics, metabolomics, lipidomics, fluxomics, glycomics, and multi-omics approaches and the potential they hold for the future of bioproduction. Multiple omics approaches are currently being used to improve CHO bioprocesses; however, the application of these technologies is still limited. As more CHO-omic datasets become available and integrated into systems models, the authors expect significant gains in product yield and quality. While individual omics technologies provide incremental improvements in bioproduction, the authors will likely see the most significant gains by applying multi-omics and systems biology approaches to individual CHO cell lines.","['1 Bioproduction R&D, Thermo Fisher Scientific, Grand Island, USA.']","Gino Stolfa, Matthew T Smonskey, Ryan Boniface, Anna-Barbara Hachmann, Paul Gulde, Atul D Joshi, Anson P Pierce, Scott J Jacobia, Andrew Campbell, ",Biotechnology journal,2018 Mar,CHO; bioproduction; cell line engineering; media development; omics.,https://pubmed.ncbi.nlm.nih.gov/29072373
1438,Real-Time Onboard Recognition of Gait Transitions for A Bionic Knee Exoskeleton in Transparent Mode,"To achieve smooth locomotion transitions, locomotion intent prediction is very important for the control of knee exoskeleton. In this study, we develop a multi-sensor based locomotion intent prediction system based on Support Vector Machine (SVM), which can identify the current locomotion mode (sit, sit-to-stand, stand, level-ground walking, or stand-to-sit) and detect the locomotion transition between these modes onboard online. Two IMUs are mounted on the unilateral front of thigh part and shank part of the knee exoskeleton, and each of them generates 9 channels data. To evaluate the performance of this prediction system, several experiments are conducted on five healthy subjects. Average recognition accuracy is 96.89% ± 0.23%. Most transitions can be detected before the onsets of the transitions and no missed detections are observed for all the trials of the five able-bodied subjects.",NO_AFFILIATIONS,"Xiuhua Liu, Zhihao Zhou, Qining Wang, ",Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2018 Jul,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30441074
1439,Potential role of the anterior lateral line in sound localization in toadfish ( Opsanus tau),"Male oyster toadfish (Opsanus tau) acoustically attract females to nesting sites using a boatwhistle call. The rapid speed of sound underwater combined with the close proximity of the otolithic organs makes inner ear interaural time differences an unlikely mechanism to localize sound. To determine the role that the mechanosensory lateral line may play in sound localization, microwire electrodes were bilaterally implanted into the anterior lateral line nerve to record neural responses to vibrational stimuli. Highest spike rates and strongest phase-locking occurred at distances close to the fish and decreased as the stimulus was moved further from the fish. Bilateral anterior lateral line neuromasts displayed differential directional sensitivity to incoming vibrational stimuli, which suggests the potential for the lateral line to be used for sound localization in the near field. The present study also demonstrates that the spatially separated neuromasts of the toadfish may provide sufficient time delays between sensory organs for determining sound localization cues. Multimodal sensory input processing through both the inner ear (far field) and lateral line (near field) may allow for effective sound localization in fish.","['1 Marine Biological Laboratory, Woods Hole, MA 02543, USA.', '2 Biology Department, University of Minnesota Duluth, Duluth, MN 55812, USA.', '3 Leigh Marine Laboratory, Institute of Marine Science, University of Auckland, Warkworth 0941, New Zealand.', '4 Marine Biological Laboratory, Woods Hole, MA 02543, USA amensing@d.umn.edu.']","Emily A Cardinal, Craig A Radford, Allen F Mensinger, ",The Journal of experimental biology,2018,Fish; Mechanosensation; Sensory system.,https://pubmed.ncbi.nlm.nih.gov/30266783
1440,Reflections of a Biomedical Scientist on Four Continents in Interdisciplinary Research,NO_ABSTRACT,"['1 Vice-Chancellor, Research & Innovation, Yachay Tech University, San Miguel de Urcuquí 100119, Ecuador. Electronic address: jreichardt@yachaytech.edu.ec.']","Juergen K V Reichardt, ",Trends in genetics : TIG,2018 Jun,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/29636189
1441,Site-Specific Conjugation of Polymers to Proteins,"Conjugation of polymer to protein has been widely employed in therapeutics, medicine, biotechnology, and enzymatic catalysis. The synergistic effect benefits both counterparts and potentially overcomes their inherent limitations. This article reviews the strategies for the site-specific synthesis of well-defined protein-polymer conjugates, aiming to provide a toolbox for the community. First, it is essential to set a definite reactive site on the protein because the position of the reaction site can directly influence the reaction activity and the bioactivity of the protein after modification. The origins of the specific functional groups on protein include the utilization of the unique natural amino acid, mutagenesis to introduce a sole reactive amino acid, chemical modification, noncanonical amino acid incorporation, and enzyme-mediated introduction of functional groups. Second, the main conjugation methods, i.e., ""grafting to"" and ""grafting from"" methods, are summarized and compared with each other. In the ""grafting to"" method, a comprehensive investigation on the reactions used to attach an end functional polymer chain to a protein is conducted according to the position of the target site and its nature. In the ""grafting from"" method, a comparison between the commonly used controlled polymerization, i.e., atom transfer radical polymerization (ATRP) and reversible addition-fragmentation transfer (RAFT), is surveyed. Further, a special case where a noncovalent bond is adopted to link the protein and polymer together is investigated due to its high specificity and reversibility, typically biotin-(strept)avidin-based interactions and metal-mediated conjugation. Finally, applications of protein-polymer conjugates in drug delivery, biomedicine, biosensor, and the disease-related protein self-assembly are illustrated. This precise review on the conjugation of polymer chain to protein to form well-defined protein-polymer conjugates summarizes the representative strategies and may provide useful cues in the areas of biotechnology, therapeutic drugs, and biomedicine.","['1 Department of Chemistry , The Chinese University of Hong Kong , Shatin, New Territories , Hong Kong , China.', '2 Hefei National Laboratory for Physical Sciences at the Microscale, Department of Chemical Physics , University of Science and Technology of China , Hefei , Anhui 230026 , China.']","Yanjing Wang, Chi Wu, ",Biomacromolecules,2018,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/29722971
1442,Paul Greengard (1925-2019),NO_ABSTRACT,"['1 Departments of Neuroscience and Cell Biology, Howard Hughes Medical Institute, Kavli Institute for Neuroscience, Yale University, New Haven, CT, USA. pietro.decamilli@yale.edu.']","Pietro De Camilli, ","Science (New York, N.Y.)",2019,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31123127
1443,Introducing Biochemistry to Bedside,NO_ABSTRACT,"['1 Chemical Biology and Therapeutics, Novartis Institutes for BioMedical Research Inc. , 250 Massachusetts Avenue, Cambridge, Massachusetts 02139-4133, United States.']","Derek B Lowe, ",Biochemistry,2018,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/29402090
1444,Nonequilibrium Theory of Epigenomic Microphase Separation in the Cell Nucleus,"Understanding the spatial organization of the genome in the cell nucleus is one of the current grand challenges in biophysics. Certain biochemical-or epigenetic-marks that are deposited along the genome are thought to play an important, yet poorly understood, role in determining genome organization and cell identity. The physical principles underlying the interplay between epigenetic dynamics and genome folding remain elusive. Here we propose and study a theory that assumes a coupling between epigenetic mark and genome densities, and which can be applied at the scale of the whole nucleus. We show that equilibrium models are not compatible with experiments and a qualitative agreement is recovered by accounting for nonequilibrium processes that can stabilize microphase separated epigenomic domains. We finally discuss the potential biophysical origin of these terms.","['1 SUPA, School of Physics and Astronomy, University of Edinburgh, Edinburgh EH9 3FD, United Kingdom.', '2 MRC Human Genetics Unit, Institute of Genetics and Molecular Medicine, University of Edinburgh, Edinburgh EH4 2XU, United Kingdom.', '3 Centre for Mathematical Biology, and Department of Mathematical Sciences, University of Bath, North Rd, Bath BA2 7AY, United Kingdom.', '4 Dipartimento di Fisica e Astronomia and Sezione INFN, Università degli Studi di Padova, I-35131 Padova, Italy.']","Davide Michieletto, Davide Colì, Davide Marenduzzo, Enzo Orlandini, ",Physical review letters,2019,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31868408
1445,Celebrating 60 Years of Journal of Molecular Biology,NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,Journal of molecular biology,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32057424
1446,Fast NMR Methods for Identification of Resonances and Metabolic Pathways,"High-throughput analysis of NMR data in metabolomics involves both rapid data acquisition and analysis. We describe here a data collection and analysis protocol, which enables fast multidimensional NMR data acquisition and automated analysis of NMR spectra to rapidly identify the metabolites and assign them to active metabolic pathways in the system.","['1 NMR Research Centre, Indian Institute of Science, Bangalore, India.', '2 Department of Biochemistry and Molecular Pharmacology, Dana-Farber Cancer Institute, Harvard Medical School, Boston, MA, USA.', '3 Department of Cancer Systems Imaging, University of Texas MD Anderson Cancer Center, Houston, TX, USA.', '4 NMR Research Centre, Indian Institute of Science, Bangalore, India. hsatreya@iisc.ac.in.']","Abhinav Dubey, Shivanand M Pudakalakatti, Hanudatta S Atreya, ","Methods in molecular biology (Clifton, N.J.)",2019,Fast NMR methods; Metabolic pathways; Metabolite assignments; Multiple receivers; Pattern recognition.,https://pubmed.ncbi.nlm.nih.gov/31463843
1447,World Cup ban on radioactive chemicals frustrates Russian biochemistry labs,NO_ABSTRACT,NO_AFFILIATIONS,"Quirin Schiermeier, ",Nature,2018 Jun,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/29921851
1448,Assessing stakeholder perceptions of the american society for biochemistry and molecular biology accreditation program for baccalaureate degrees,"The American Society for Biochemistry and Molecular Biology (ASBMB) began an accreditation program in 2013. The criteria for accreditation of undergraduate programs include sufficient infrastructure - number and expertise of faculty, physical space and equipment, support for faculty and students - and incorporation of core concepts in the curriculum - structure and function of biomolecules; information storage; energy transfer; and quantitative skills. Students in accredited programs are able to have their degrees ASBMB certified by taking an exam focused on knowledge or skills across the four core concept areas. Members of the accreditation committees administered a survey to key stakeholders in the BMB community: undergraduate programs, both those that have applied for accreditation and those that have not; alumni/ae of accredited programs; graduate and professional programs; and employers. The goals of the study were to gauge the success of the program and determine necessary areas of improvement. The results indicate that the major benefits of applying for accreditation are the impetus to gather data and analysis not generally collected, and access to assessment data via the exam. However, stakeholders outside of the undergraduate community showed little awareness of the accreditation program. Additionally, the application process itself was seen to be very time consuming. This feedback will be used to improve the process and engage in further outreach. © 2018 International Union of Biochemistry and Molecular Biology, 46(5):464-471, 2018.","['1 Department of Chemistry, University of Saint Joseph, West Hartford, CT.', ""2 Department of Biology, St. Mary's University of Minnesota, Winona, MN."", '3 Department of Chemistry, Biochemistry & Physics, The University of Tampa, Tampa, FL.', '4 Department of Biochemistry, Virginia Polytechnic Institute and State University, Blacksburg, VA.', '5 Department of Chemistry & Biochemistry, University of San Diego, San Diego, CA.', '6 Department of Biochemistry and Molecular Biology, Otterbein University.', '7 Department of Chemistry, Otterbein University, Westerville, OH.', '8 Chemistry Department, Wellesley College, Wellesley, MA.']","Diane M Dean, Debra Martin, L Michael Carastro, Peter J Kennelly, Joseph J Provost, John T Tansey, Adele J Wolfson, ",Biochemistry and molecular biology education : a bimonthly publication of the International Union of Biochemistry and Molecular Biology,2018 Sep,Assessment of educational activities; curriculum assessment; learning and curriculum design; program accreditation; program assessment; scholarship of teaching and learning.,https://pubmed.ncbi.nlm.nih.gov/30369038
1449,Effects of high-energy photon beam radiation therapy on Jarvik 2000 LVAD: in vitro evaluation,"Purpose:
      
    

    
      Left ventricular assist device (LVAD) is considered a standard care for patients with advanced heart failure. The aim of this work was to study in vitro the effects of direct exposure of the Jarvik 2000 LVAD to 10-MV photon beams. Methods:
      
    

    
      Jarvik 2000 pump was immersed in a siliconized box filled with deionized water. A 30 × 30 × 15 cm RW3 slabs were added forth and back to the box. A treatment plan consisting of a single direct 10 × 10 cm2 field size beam was used to deliver 1000 MU at the center of the pump. During irradiation, the external Flow Maker controller and the lithium battery were positioned away from the beam. Pump parameter data (included voltage, current and frequency) were measured, recorded and analyzed for changes in pump function among baseline, pre-irradiation, during irradiation, post-irradiation and after 6 months. The whole session lasted 6 months. The Mann-Whitney U test was used to compare the repeated measurements. X-ray radiation attenuation was also studied. Results:
      
    

    
      The parameters investigated remained stable over the 6 months; that is, no pump stops, alarms, events, operational changes or abnormalities during the discharge rate of the connected power sources, were encountered, confirmed by the Mann-Whitney U test applied to all sessions (p > 0.1). The measured X-ray attenuation differed from the calculated one by TPS by 34%. Conclusion:
      
    

    
      The Jarvik 2000 resulted stable under direct X-ray beam of 10-MV energy. Its strong attenuation, however, can affect dose deposition in the pump in TPS, and it must be taken into account.","['1 Department of Radiation Oncology, University of Chieti ""G. D\'Annunzio"", SS. Annunziata Hospital, Chieti, Italy.', '2 Department of Neuroimaging and Cognitive Science, University of Chieti ""G. D\'Annunzio"", Chieti, Italy.', '3 Department of Cardiac Surgery, University of Chieti ""G. D\'Annunzio"", Chieti, Italy.', '4 Department of Radiation Oncology, University of Chieti ""G. D\'Annunzio"", SS. Annunziata Hospital, Chieti, Italy. mdanielafalco@hotmail.com.']","Ramon Gimenez De Lorenzo, Riccardo Navarra, Daniele Marinelli, Nico Adorante, Stefano Giancaterino, Clelia Di Carlo, Saide Di Biase, Consuelo Rosa, Maria Daniela Falco, ",La Radiologia medica,2020 Jun,In vitro evaluation; Jarvik 2000 system; Radiotherapy; VAD.,https://pubmed.ncbi.nlm.nih.gov/32067164
1450,50+ years of eukaryotic transcription: an expanding universe of factors and mechanisms,"The landmark 1969 discovery of nuclear RNA polymerases I, II and III in diverse eukaryotes represented a major turning point in the field that, with subsequent elucidation of the distinct structures and functions of these enzymes, catalyzed an avalanche of further studies. In this Review, written from a personal and historical perspective, I highlight foundational biochemical studies that led to the discovery of an expanding universe of the components of the transcriptional and regulatory machineries, and a parallel complexity in gene-specific mechanisms that continue to be explored to the present day.","['1 Laboratory of Biochemistry and Molecular Biology, The Rockefeller University, New York, New York, USA. roeder@mail.rockefeller.edu.']","Robert G Roeder, ",Nature structural & molecular biology,2019 Sep,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31439941
1451,Rapid Isolation of Yeast DNA,This method is used to isolate yeast genomic DNA or shuttle plasmids that replicated both in Saccharomyces cerevisiae and in E. coli.,NO_AFFILIATIONS,"Michael R Green, Joseph Sambrook, ",Cold Spring Harbor protocols,2018,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/29858334
1452,Analysis of lactase in lactose intolerance supplements,"Lactase is the enzyme responsible for the digestion of the disaccharide lactose, and deficiency in this enzyme causes the prevalent medical condition lactose intolerance. Management of lactose intolerance can be achieved through the administration of lactase supplements. Lactase is an appropriate platform for advanced enzymatic study because its medical application is a motivator for student learning. The following is an upper-level biochemistry laboratory sequence that integrates student inquiry and exposure to advanced laboratory techniques. Students investigate three different lactase supplements through experimentation that includes the Bradford assay, SDS-PAGE, continuous and discontinuous kinetic assays, and zymography. Upon completion of this project, students compile their results and conclusions in a scientifically formatted paper comparing supplement protein content and activity. This safe and inexpensive laboratory project enriches student understanding of key biochemical concepts while mirroring work performed in a realistic research setting. © 2018 International Union of Biochemistry and Molecular Biology, 46(6):652-662, 2018.","['1 Department of Chemistry, College of Science, Technology, Engineering and Mathematics, Youngstown State University, Youngstown, Ohio.']","Nina Stourman, Jennifer Moore, ",Biochemistry and molecular biology education : a bimonthly publication of the International Union of Biochemistry and Molecular Biology,2018 Nov,Lactase; enzyme kinetics; upper-level laboratory project; zymography.,https://pubmed.ncbi.nlm.nih.gov/30462373
1453,Structuring and Supporting Excellence in Undergraduate Biochemistry and Molecular Biology Education: The ASBMB Degree Accreditation Program,NO_ABSTRACT,"['1 Department of Chemistry, Elon University, Elon, NC 27244.', '2 Department of Chemistry, Seattle University, Seattle, WA 98122.', '3 Department of Chemistry, University of Saint Joseph, West Hartford, CT 06117.', '4 School of Natural and Health Sciences & Education, Mount Mary University, Milwaukee, WI 53222.', '5 Department of Biochemistry, Virginia Polytechnic Institute & State University, Blacksburg, VA 24061.', '6 Department of Chemistry, Wellesley College, Wellesley, MA 02481.']","Victoria Del Gaizo Moore, Jennifer Loertscher, Diane M Dean, Cheryl P Bailey, Peter J Kennelly, Adele J Wolfson, ",CBE life sciences education,2018 Dec,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30444448
1454,Local Activation Time Estimation in Fractionated Electrograms of Cardiac Mappings,"In this study, we propose a novel approach for estimation of local activation times (LATs) in fractionated electrograms. Using an electrophysiological tissue model, we first formulate the electrogram array as a convolution of transmembrane currents with a distance kernel. These currents are more local activities and less affected by the heterogeneity in the tissue compared to electrograms. We then deconvolve the distance kernel with the electrograms to reconstruct the transmembrane current. To stabilize the solution of this ill-posed deconvolution, we use spatio-temporal total variation as a regularization. This helps to preserve sharp spatial and temporal deflections in the currents that are of higher importance in LAT estimation. Finally, the maximum negative slope of the reconstructed transmembrane currents are used to estimate the LATs. Instrumental comparison to two reference approaches shows that the proposed approach performs better in estimating the LATs in fractionated electrograms.",NO_AFFILIATIONS,"Bahareh Abdi, Alle-Jan van der Veen, Natasja M S de Groot, Richard C Hendriks, ",Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2019 Jul,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31945897
1455,Relative and Absolute Quantitation in Mass Spectrometry-Based Proteomics,"Mass spectrometry-based quantitative proteomics is a powerful tool for gaining insights into function and dynamics of biological systems. However, peptides with different sequences have different ionization efficiencies, and their intensities in a mass spectrum are not correlated with their abundances. Therefore, various label-free or stable isotope label-based quantitation methods have emerged to assist mass spectrometry to perform comparative proteomic experiments, thus enabling nonbiased identification of thousands of proteins differentially expressed in healthy versus diseased cells. Here, we discuss the most widely used label-free and metabolic-, enzymatic-, and chemical labeling-based proteomic strategies for relative and absolute quantitation. We summarize the specific strengths and weaknesses of each technique in terms of quantification accuracy, proteome coverage, multiplexing capability, and robustness. Applications of each strategy for solving specific biological complexities are also presented.","['1 Department of Biochemistry and Biophysics, University of North Carolina, Chapel Hill, North Carolina 27599, USA; email: xianc@email.unc.edu.', '2 Lineberger Comprehensive Cancer Center, University of North Carolina, Chapel Hill, North Carolina 27599, USA.']","J Astor Ankney, Adil Muneer, Xian Chen, ","Annual review of analytical chemistry (Palo Alto, Calif.)",2018,label-free quantitation; metabolic labeling; stable isotope labeling.,https://pubmed.ncbi.nlm.nih.gov/29894226
1456,RNA Structural Differentiation: Opportunities with Pattern Recognition,"Our awareness and appreciation of the many regulatory roles of RNA have dramatically increased in the past decade. This understanding, in addition to the impact of RNA in many disease states, has renewed interest in developing selective RNA-targeted small molecule probes. However, the fundamental guiding principles in RNA molecular recognition that could accelerate these efforts remain elusive. While high-resolution structural characterization can provide invaluable insight, examples of well-characterized RNA structures, not to mention small molecule:RNA complexes, remain limited. This Perspective provides an overview of the current techniques used to understand RNA molecular recognition when high-resolution structural information is unavailable. We will place particular emphasis on a new method, pattern recognition of RNA with small molecules (PRRSM), that provides rapid insight into critical components of RNA recognition and differentiation by small molecules as well as into RNA structural features.","['1 Department of Chemistry , Duke University , Durham , North Carolina 27708-0354 , United States.']","Christopher S Eubanks, Amanda E Hargrove, ",Biochemistry,2019,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30513196
1457,Slow-Wave Recordings From Micro-Sized Neural Clusters Using Multiwell Type Microelectrode Arrays,"Objective:
      
    

    
      The use of microelectrode array (MEA) recordings is a very effective neurophysiological method because it is able to continuously and noninvasively obtain the spatiotemporal information of electrical activity from many neurons constituting a neural network. Very recently, studies have been published that used MEAs for the measurement of a low-frequency component of electrical activity as an indicator of diverse activity of cultured neurons. The occurrence of low-frequency activities has electrophysiological information that does not include the information from fast spikes. However, there is no in vitro experimental model suitable for measuring the low-frequency activities (slow-waves) for further study. Methods:
      
    

    
      Neural clusters consisting of dozens of neurons were placed directly onto each electrode of an MEA from which fast spikes and slow-waves were measured. Results:
      
    

    
      We obtained sufficient data on the early development patterns of the slow-waves and the spikes measured from many independent neural clusters confirming that the slow-waves occurred first before the emergence of the spikes in the neural clusters. We also showed that changes in the occurrence frequency of the slow-waves for synaptic blockers were measured from a large number of independent cultures. Conclusion:
      
    

    
      Microsized neural cluster arrays, which can be combined with conventional MEAs, are suitable for multiple simultaneous recordings of slow-waves. Significance:
      
    

    
      Our technology provides a simple but useful method to study the generation of a low-frequency component of the electrical activity in cultured neural networks that are not yet well known as well as to expand the use of conventional MEAs.",NO_AFFILIATIONS,"Sunghoon Joo, Yoonkey Nam, ",IEEE transactions on bio-medical engineering,2019 Feb,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/29993399
1458,Technical note: development and validation of a Monte Carlo tool for analysis of patient-generated photon scatter,"Scattered radiation unavoidably generated in the patient will negatively impact both kilovoltage (KV) and megavoltage (MV) imaging applications. Recently, 'hybrid' methods (i.e. combining analytical and Monte Carlo (MC) techniques) are being investigated as a solution to accurately yet quickly calculate the scattered contribution for both KV and MV images. We have developed a customized MC simulation user code for investigating the individual components of patient-scattered photon fluence, which serves as a valuable tool in this area of research. The MC tool is based on the EGSnrc/DOSXYZnrc user code. The IAUSFL flag options associated with subroutine AUSGAB, combined with LATCH tracking, are used to classify the various interactions of particles with the media. Photons are grouped into six different categories: primary, 1st Compton scatter, 1st Rayleigh scatter, multiple scatter, bremsstrahlung, and positron annihilation. We take advantage of the geometric boundary check in DOSXYZnrc, to write exiting photon particle information to a phase-space file. The tool is validated using homogeneous and heterogeneous phantom configurations with monoenergetic and polyenergetic beams under parallel and divergent beam geometry, comparing MC-simulated exit primary fluence and singly-scattered fluence to corresponding analytical calculations. This MC tool has been validated to separately score the primary and scatter fluence components of the KV and MV imaging applications in the field of radiation therapy. The results are acceptable for the various configurations and beam energies tested here. Overall, the mean percentage differences are less than 0.2% and standard deviations less than 1.6%. This will be a critical test instrument for research in photon scatter applications and particularly for the development of hybrid methods, and is freely available from the authors for research purposes.5.","['1 Division of Medical Physics, CancerCare Manitoba, 675 McDermot Avenue, Winnipeg, MB R3E 0V9, Canada. Department of Physics and Astronomy, University of Manitoba, 66 Chancellors Circle, Winnipeg, MB R3T 2N2, Canada. Author to whom correspondence is to be addressed.']","Kaiming Guo, Harry Ingleby, Idris Elbakri, Timothy Van Beek, Boyd McCurdy, ",Physics in medicine and biology,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32160599
1459,The journey of hyaluronan research in the Journal of Biological Chemistry,"Hyaluronan has a very simple structure. It is a linear glycosaminoglycan composed of disaccharide units of GlcNAc and d-glucuronic acid with alternating β-1,4 and β-1,3 glycosidic bonds that can be repeated 20,000 or more times, a molecular mass >8 million Da, and a length >20 μm. However, it has a very complex biology. It is a major, ubiquitous component of extracellular matrices involved in everything from fertilization, development, inflammations, to cancer. This JBC Review highlights some of these processes that were initiated through publications in the Journal of Biological Chemistry.","['1 From the Department of Biomedical Engineering, Cleveland Clinic, Cleveland, Ohio 44195 hascalv@ccf.org.']","Vincent C Hascall, ",The Journal of biological chemistry,2019,extracellular matrix; fertilization; glycosaminoglycan; hyaluronan; inflammation.,https://pubmed.ncbi.nlm.nih.gov/30710015
1460,A Complete Pipeline for Generating a High-Resolution LC-MS-Based Reference Mass Spectra Library,"Databases containing mass spectrometry (MS) spectral data (i.e., MS reference libraries) are currently the most reliable and widely accepted approach to annotate unknown features in MS-based metabolomics. While for gas chromatography (GC)-MS data, a strategy for collecting, storing, and comparing to raw data has been established, this is not the case for liquid chromatography (LC)-MS data. Here, we present our approach for high-throughput data collection and automated MS reference library generation, as applied recently in the WEIZMASS library of plant metabolites. Methodologies to experimentally generate pools of chemical standards and computationally convert them into a unique source of reference data are detailed.","['1 Department of Plant and Environmental Sciences, Faculty of Biochemistry, Weizmann Institute of Science, Rehovot, Israel.', '2 Department of Plant and Environmental Sciences, Faculty of Biochemistry, Weizmann Institute of Science, Rehovot, Israel. ilana.rogachev@weizmann.ac.il.']","Nir Shahaf, Asaph Aharoni, Ilana Rogachev, ","Methods in molecular biology (Clifton, N.J.)",2018,Chemoinformatics; LC-MS; Mass spectrometry; Metabolites; Metabolomics; Plant metabolism; Reference libraries.,https://pubmed.ncbi.nlm.nih.gov/29761440
1461,Robert Leluc (1928-2018),NO_ABSTRACT,NO_AFFILIATIONS,NO_AUTHOR,Annales de biologie clinique,2018,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30543182
